dorsal,ventral,occipital,frontal
64,24,84,64
52,28,84,12
64,88,64,132
92,96,100,100
56,88,88,96
20,80,12,96
28,120,100,108
64,96,72,60
32,96,100,68
40,28,64,112
88,96,64,16
40,96,76,128
80,76,68,64
92,0,100,68
152,144,68,168
84,92,88,116
76,88,96,132
32,88,100,96
48,72,72,96
60,96,64,96
52,148,64,60
92,144,68,168
144,96,96,8
64,96,60,104
64,84,76,104
64,88,68,168
64,96,64,140
32,72,64,96
80,80,72,16
64,80,64,96
84,80,64,100
92,96,96,124
64,80,60,164
140,24,100,108
32,116,64,60
64,68,68,168
60,24,8,8
80,80,72,108
64,96,100,172
48,84,84,8
48,84,80,96
64,76,60,60
92,96,12,108
8,136,64,12
152,92,68,4
32,24,28,8
116,96,84,104
84,92,72,136
80,92,72,168
32,96,96,128
52,96,72,108
92,72,64,164
40,96,64,116
32,88,72,96
60,112,52,188
84,92,100,108
88,148,68,164
84,120,64,136
64,8,72,168
92,96,96,168
64,92,72,64
20,100,100,108
36,92,68,112
88,96,100,136
64,24,64,96
124,92,84,104
48,96,96,72
120,96,100,136
64,96,100,64
64,76,68,100
36,92,72,68
32,84,64,64
40,92,96,96
60,92,52,168
60,136,60,172
48,72,76,132
60,80,64,96
84,88,100,132
88,96,96,64
80,80,72,96
136,24,60,16
28,112,100,100
32,92,96,128
64,92,100,100
32,64,60,64
32,32,48,96
40,88,72,108
84,88,88,112
92,92,100,16
48,92,64,184
64,0,96,96
44,72,60,96
80,76,72,132
12,92,136,28
64,80,0,164
64,0,64,64
64,136,52,132
32,4,8,8
16,92,76,12
64,24,64,168
140,100,100,132
64,12,64,108
64,96,84,100
36,116,68,168
64,28,52,100
32,28,64,100
80,68,64,168
52,96,100,8
32,72,64,96
64,72,68,100
8,92,100,96
48,44,48,12
32,20,12,12
36,96,96,128
0,0,64,152
48,84,28,96
32,32,64,96
84,24,12,16
8,0,104,52
40,140,56,188
84,92,84,96
32,96,100,96
64,12,72,168
32,96,48,12
84,76,64,164
12,96,120,12
28,96,96,132
32,96,64,116
92,72,68,72
88,92,68,136
64,8,60,100
32,96,64,112
40,96,96,108
80,76,72,100
64,88,4,160
88,92,88,164
36,96,64,108
84,88,88,132
152,136,52,16
88,136,52,168
56,136,48,132
92,96,96,108
32,80,100,112
64,100,100,96
64,92,100,96
84,76,64,60
76,28,68,104
52,28,100,12
28,96,100,116
80,76,68,140
92,96,100,132
64,92,12,8
32,92,96,96
16,28,64,16
60,92,72,100
64,96,100,96
64,120,100,120
32,24,64,112
64,0,8,96
84,88,96,100
40,92,76,128
88,96,96,64
80,80,68,164
116,96,96,104
32,28,68,108
92,12,12,96
48,100,96,108
80,92,84,8
28,96,100,108
88,0,80,124
60,136,52,168
64,96,96,104
32,84,88,96
88,104,96,100
32,0,60,164
52,24,60,12
84,76,68,108
88,24,68,164
84,148,64,16
20,100,12,16
64,64,72,168
160,96,100,132
52,0,64,60
64,92,100,104
16,136,100,12
28,84,48,132
40,96,68,12
8,0,96,96
84,92,64,136
56,92,88,96
48,64,60,116
64,24,96,64
36,96,72,132
152,136,100,12
32,100,48,172
64,96,72,104
92,96,52,112
88,96,100,68
84,92,68,168
84,100,68,64
76,72,64,68
20,0,52,112
36,92,64,140
80,92,68,168
52,92,64,68
32,84,60,96
40,92,96,136
124,92,100,168
64,80,60,100
120,96,92,132
56,92,60,68
48,56,48,96
92,96,100,108
84,100,64,16
32,120,100,120
52,24,52,108
48,80,84,96
16,148,12,12
152,136,64,168
40,96,100,132
64,92,72,96
80,88,72,132
60,44,48,168
92,96,100,168
160,96,64,8
92,84,100,72
32,136,52,124
64,92,96,104
40,96,88,96
84,96,68,168
64,4,84,96
48,92,64,92
60,96,64,132
48,64,60,168
64,76,64,100
64,20,12,64
36,88,88,112
28,92,84,96
64,80,72,96
48,80,64,92
36,8,12,96
40,64,72,64
64,100,52,112
52,96,80,60
32,64,28,116
56,140,60,128
64,136,52,160
140,140,52,132
36,120,60,104
36,92,100,96
80,96,96,128
52,96,96,16
64,92,64,168
64,24,64,100
136,96,96,132
48,136,64,168
92,96,100,104
24,96,100,108
64,84,72,96
32,76,52,164
52,24,52,76
92,96,68,68
16,80,64,12
92,96,92,128
8,0,8,100
48,88,80,96
40,92,64,112
84,0,64,164
12,92,64,12
12,100,100,16
32,72,72,96
64,136,56,60
32,24,68,16
64,72,64,100
64,80,72,100
32,64,56,168
84,76,64,164
40,92,88,132
28,80,84,108
64,92,100,104
64,24,64,108
84,24,60,160
48,76,68,164
20,24,12,100
32,32,52,112
88,92,88,108
64,68,68,168
84,72,64,168
64,92,76,100
36,112,96,120
36,96,68,132
64,92,88,64
52,92,64,64
80,84,68,132
64,0,100,68
48,96,96,108
48,92,72,164
88,24,64,64
84,96,100,112
8,88,84,96
64,96,64,64
32,92,64,96
48,92,84,96
36,92,64,96
36,96,64,152
64,24,12,12
12,76,68,132
56,84,72,96
144,148,68,132
148,92,64,132
80,80,68,164
80,24,64,16
48,96,96,12
64,92,84,12
32,92,72,104
48,96,76,108
36,92,72,128
32,92,88,112
64,24,76,100
32,84,72,96
64,96,52,132
84,24,48,16
92,92,96,108
84,24,64,12
88,92,96,168
36,28,64,116
64,96,80,96
52,96,100,12
116,96,72,168
48,92,68,136
56,24,12,12
88,0,68,168
8,92,68,164
64,92,68,64
64,0,4,164
48,96,64,8
92,96,96,116
84,28,64,168
36,92,104,12
64,64,64,96
88,92,96,132
88,100,96,132
32,28,64,96
76,8,68,96
84,76,52,168
44,0,64,60
32,80,64,116
92,100,96,112
64,92,100,96
52,76,60,164
136,112,12,16
64,92,64,164
92,96,68,108
56,92,60,168
108,92,84,104
16,96,100,12
8,28,60,164
64,92,100,96
172,92,68,100
92,152,100,132
64,76,60,104
80,96,72,64
32,92,96,96
64,84,84,100
84,92,68,164
120,96,72,140
40,96,72,12
40,96,68,136
32,28,32,164
64,80,72,96
28,24,60,112
64,8,12,12
152,92,68,172
40,148,68,132
48,96,64,64
36,124,12,8
84,24,64,108
64,24,64,100
64,84,72,100
32,92,100,96
84,136,68,168
56,24,12,12
64,28,84,100
84,80,68,164
64,68,68,68
60,24,52,96
92,148,100,16
28,16,12,96
24,80,40,100
28,92,96,96
84,84,68,64
64,92,76,108
52,64,60,96
80,28,72,132
80,80,84,112
76,84,84,108
32,84,60,96
84,88,68,136
32,120,52,108
84,80,76,12
12,16,12,16
36,88,68,116
36,92,64,164
48,92,100,64
64,96,64,96
32,92,60,96
84,72,68,144
64,92,68,168
64,96,64,104
84,88,68,148
40,84,84,108
32,88,88,96
8,0,64,8
84,92,76,132
48,96,96,116
84,96,96,64
60,80,52,96
32,92,100,96
84,92,68,12
84,96,84,112
8,24,64,8
64,76,64,100
80,92,76,168
80,92,84,132
84,72,64,60
64,80,12,100
64,24,64,96
40,96,64,8
152,96,96,132
36,124,60,32
64,76,52,164
64,92,72,104
84,92,72,168
32,88,100,108
36,96,96,96
108,92,100,104
120,0,120,132
64,92,68,164
84,92,68,64
48,92,96,104
84,88,68,164
64,92,96,100
40,28,68,112
36,120,48,164
36,96,64,168
32,96,100,96
64,8,8,8
32,76,52,60
48,44,48,112
88,0,64,152
48,84,76,96
64,8,64,100
80,92,72,168
144,124,64,168
48,64,48,164
64,88,68,4
28,84,84,96
36,140,52,168
108,116,52,100
84,96,100,112
64,68,72,72
84,92,84,96
64,96,68,68
84,76,64,168
120,24,64,128
48,92,96,12
8,136,52,168
92,96,80,136
92,100,96,116
64,24,64,116
32,92,100,96
40,76,64,164
32,28,28,96
84,88,64,168
64,60,60,108
64,64,24,164
92,92,80,96
36,96,76,116
36,92,68,160
64,24,60,64
64,64,60,164
80,92,100,96
28,92,96,104
64,96,60,64
8,140,72,112
16,24,12,16
48,96,48,36
64,0,8,100
92,100,64,168
36,96,96,96
84,88,72,164
16,28,64,12
32,84,28,96
84,96,84,112
40,100,64,16
36,96,96,132
16,24,60,12
48,96,64,112
92,96,92,132
64,84,64,116
32,96,96,112
36,92,64,156
52,92,64,164
92,92,152,132
168,8,12,12
64,92,68,136
28,88,4,108
80,96,68,164
48,136,100,116
32,88,72,160
32,96,100,128
80,92,72,168
32,80,52,64
48,92,52,100
64,92,64,136
60,24,60,100
84,96,68,68
88,92,84,128
64,64,60,68
84,96,68,168
48,60,60,96
84,80,64,168
84,92,72,164
48,72,80,96
80,88,68,168
36,100,64,140
88,148,68,136
92,96,60,116
56,72,64,168
48,96,64,64
84,96,68,12
64,16,12,168
64,28,84,20
148,124,104,20
88,80,88,64
148,100,68,8
32,92,12,96
92,96,68,168
40,92,88,116
64,92,100,8
52,92,88,100
40,92,88,128
28,100,100,16
64,24,64,64
60,24,64,100
64,96,64,168
44,88,84,96
84,140,64,164
32,68,64,96
92,96,64,168
32,92,84,96
52,24,64,28
48,68,64,116
84,96,72,132
64,96,96,60
64,24,12,64
64,92,68,168
36,92,64,112
64,0,100,100
8,124,124,12
48,84,84,96
48,72,64,136
84,88,68,64
32,96,100,128
80,96,72,136
92,96,84,132
52,24,60,96
92,96,96,64
32,96,64,96
0,0,96,116
32,28,52,132
104,96,100,12
8,0,64,8
64,24,12,100
80,96,96,96
88,92,152,8
48,92,96,64
48,96,76,12
64,148,64,168
40,92,84,96
80,24,68,168
60,92,100,100
148,136,64,8
48,24,12,8
12,96,100,12
88,136,100,136
64,16,84,96
92,96,68,184
32,24,12,16
64,84,48,64
40,96,68,136
64,92,76,96
0,0,68,140
8,96,60,168
92,96,60,64
172,96,80,12
152,96,100,164
64,96,72,108
48,92,72,108
64,24,64,96
84,24,64,24
76,80,68,108
28,72,72,92
172,96,100,12
40,100,68,160
32,96,100,16
76,72,72,96
36,96,96,124
32,120,96,116
80,92,72,4
80,80,68,96
40,96,48,68
32,92,64,32
32,96,100,108
88,92,96,64
80,84,96,100
48,92,72,68
64,92,52,108
48,92,60,16
64,80,76,168
40,96,64,128
48,96,100,12
64,4,64,96
92,96,100,104
32,92,100,92
88,92,96,96
92,92,100,108
92,148,68,16
92,96,100,104
64,72,52,72
64,92,96,96
80,92,72,156
88,96,92,16
84,20,8,16
64,72,84,96
84,96,72,148
48,92,96,164
44,64,84,96
56,136,52,16
84,84,68,136
40,84,72,112
112,92,84,128
12,0,64,116
32,92,100,104
32,84,72,112
64,92,84,96
64,68,60,64
80,88,84,100
84,24,24,132
144,100,100,4
64,24,60,108
32,84,52,128
44,96,96,112
140,120,96,132
32,96,64,60
88,92,92,8
64,8,60,168
64,72,64,100
40,96,48,72
32,76,84,132
48,92,48,132
56,96,12,8
64,96,96,132
36,76,64,96
36,88,100,92
16,24,64,132
52,72,64,12
28,32,48,112
88,80,96,16
28,80,84,96
60,136,64,8
164,100,64,164
64,60,40,96
32,88,64,96
84,80,84,112
40,92,68,64
92,92,96,96
40,92,48,112
48,136,72,0
40,92,76,112
92,92,100,92
28,60,60,96
64,92,64,104
64,96,96,36
92,76,64,112
32,96,60,168
84,80,68,112
32,8,104,32
184,0,96,168
64,0,60,168
32,96,96,116
8,100,72,112
64,92,68,68
64,0,64,168
84,92,96,132
28,72,76,96
116,96,100,128
92,96,96,168
32,64,60,116
48,96,100,116
64,96,96,132
48,24,60,12
112,96,100,168
64,80,72,100
64,76,64,96
64,92,100,68
20,76,64,160
32,92,64,104
52,24,48,36
52,80,76,100
40,68,28,96
84,96,68,168
92,100,68,168
116,96,68,168
32,68,64,96
84,76,68,168
32,88,96,164
84,96,12,12
36,44,48,64
88,96,92,132
40,96,96,112
84,116,12,60
48,92,52,108
88,96,92,132
92,72,52,168
76,24,68,100
80,76,72,168
16,28,12,12
84,80,68,164
32,92,100,96
36,88,64,96
120,96,96,132
32,92,100,96
48,96,68,168
52,44,48,112
48,88,64,64
92,100,96,136
148,96,68,132
80,24,84,108
92,100,124,28
144,96,104,12
84,96,68,168
32,28,28,96
92,92,64,96
16,0,96,132
32,80,64,104
84,96,84,132
64,96,72,104
40,92,84,128
84,92,100,104
132,136,100,132
60,8,64,8
80,92,76,108
48,92,96,128
92,96,68,168
88,96,68,116
36,32,64,128
84,80,68,128
56,72,64,68
52,24,12,12
52,64,84,96
64,96,96,168
64,68,64,64
48,96,76,132
40,92,72,156
48,96,96,116
32,88,52,120
40,84,88,112
84,76,52,160
88,0,76,164
32,92,84,96
92,100,64,108
64,76,64,100
64,92,12,12
40,0,96,96
144,96,120,36
84,72,72,132
48,80,80,96
8,96,100,128
64,12,68,168
48,92,48,12
28,96,100,116
40,88,64,168
60,92,60,96
48,100,72,128
92,24,60,112
32,72,64,96
132,136,52,132
32,96,96,116
88,96,92,136
64,80,84,100
120,116,100,132
64,92,68,64
40,92,100,100
48,96,64,164
84,80,68,144
64,80,64,96
48,28,28,4
64,92,84,96
60,92,64,12
32,32,64,96
84,100,100,64
36,140,96,112
12,0,12,16
88,92,68,168
32,28,52,140
64,96,60,164
36,92,96,164
92,96,96,136
8,0,64,96
40,96,96,64
64,20,12,96
120,100,52,168
32,116,48,96
64,88,96,104
56,88,96,96
64,96,96,96
88,92,88,96
64,28,72,100
92,96,88,132
40,92,72,96
56,88,68,96
48,92,64,168
52,96,100,12
84,92,68,164
84,96,64,164
36,96,100,128
88,0,64,96
88,96,84,64
32,28,64,108
88,96,96,60
36,92,68,164
76,80,88,112
32,96,100,128
32,32,64,128
84,96,48,168
28,88,96,96
8,0,64,12
88,96,96,132
84,92,100,96
48,80,64,68
80,92,100,104
92,100,96,112
92,76,68,112
40,80,64,148
64,96,100,100
52,88,84,64
52,92,96,96
32,92,100,96
64,96,96,0
64,4,84,100
84,0,76,132
52,92,64,8
52,92,64,8
92,100,96,112
92,96,100,132
92,96,100,16
84,88,64,92
64,96,72,132
32,116,100,112
28,68,84,96
36,96,64,108
64,96,100,160
36,84,68,132
28,92,100,96
68,24,24,108
92,148,64,16
84,96,100,104
32,96,64,100
28,76,48,108
64,72,64,104
84,24,64,8
160,96,100,12
44,60,60,64
16,8,12,12
48,96,96,96
84,96,68,132
12,28,32,96
48,84,52,12
84,96,64,168
32,92,64,96
32,96,48,112
60,88,88,64
40,96,72,132
36,72,48,164
32,96,100,96
40,72,64,68
60,24,64,64
32,80,64,100
116,92,92,136
84,80,76,108
124,96,68,172
64,92,64,72
64,92,100,136
32,84,52,164
64,24,64,100
64,24,64,100
88,96,76,64
92,96,96,60
32,96,96,112
64,96,84,132
120,112,116,104
40,72,64,168
120,92,76,172
64,24,64,164
64,100,72,140
32,76,68,96
80,80,76,164
84,92,96,132
32,88,72,120
32,72,64,96
48,96,88,108
32,100,68,164
48,92,64,96
76,76,84,96
120,96,100,28
32,92,100,132
92,96,0,124
64,92,60,64
40,120,64,112
32,88,100,96
80,84,84,100
64,84,52,108
32,92,84,96
32,92,48,124
104,96,80,112
116,96,80,132
52,72,64,168
64,96,120,104
16,28,12,12
28,28,64,4
8,0,64,160
28,124,60,28
64,96,52,168
52,76,60,60
40,96,92,12
60,20,56,168
84,92,68,132
32,8,64,72
64,28,64,164
76,80,68,64
88,80,64,16
40,100,64,112
8,96,48,12
84,80,76,108
56,120,48,56
80,88,68,100
80,96,88,108
84,148,64,136
40,28,68,96
92,96,80,108
48,24,12,8
64,96,12,104
84,24,84,12
32,96,64,100
92,96,48,164
60,24,64,4
64,96,12,100
32,92,68,116
48,24,72,96
84,84,68,136
36,84,84,112
64,84,48,100
80,88,84,104
32,28,32,100
92,100,96,112
152,96,12,60
44,80,68,12
88,96,64,12
64,80,60,100
84,92,76,12
152,96,96,136
32,76,84,96
84,96,68,12
40,84,72,136
36,96,92,120
48,96,76,12
64,72,68,108
36,92,72,124
56,96,92,100
88,24,12,64
92,96,100,132
8,148,64,12
88,28,64,112
48,80,64,96
92,100,100,168
64,4,64,168
80,76,72,160
132,96,100,164
64,24,72,96
32,96,64,112
88,92,68,132
64,100,100,100
88,0,68,168
120,96,76,168
164,96,68,164
88,92,68,156
92,100,100,128
52,24,100,8
88,96,76,108
92,96,92,116
64,96,96,16
32,0,100,116
56,32,52,96
64,76,28,96
64,72,68,108
64,64,64,96
64,92,76,168
156,92,68,68
76,84,72,108
84,84,68,136
64,20,16,100
64,84,64,104
28,84,64,96
84,136,52,168
32,100,60,96
52,92,96,16
8,92,124,12
64,92,72,96
112,96,72,172
48,96,96,116
120,92,96,108
132,136,100,136
40,8,64,100
52,140,52,164
92,0,60,160
64,24,12,8
16,100,100,132
20,72,28,96
48,28,64,4
64,0,76,100
64,92,60,164
52,24,60,100
12,96,64,12
88,0,76,140
92,100,76,168
52,96,64,100
64,0,68,164
36,136,64,132
84,96,68,144
64,64,56,168
40,68,64,112
64,92,64,168
92,96,96,108
40,96,48,108
84,92,48,136
84,0,100,112
12,24,12,16
152,96,100,132
152,116,64,16
32,28,68,108
32,76,60,160
40,96,96,96
84,92,68,136
84,80,84,112
132,112,72,164
8,120,96,120
76,88,72,164
88,96,100,136
44,76,64,168
32,96,64,168
48,64,64,96
64,72,72,96
36,96,64,128
52,88,80,96
48,92,76,12
16,148,48,16
32,0,96,116
0,0,100,60
52,24,64,12
132,96,64,16
84,80,84,64
24,84,48,112
48,80,76,128
144,144,64,168
64,92,64,168
64,12,12,96
64,96,96,96
80,92,68,164
64,92,76,96
64,24,64,100
76,68,64,60
32,96,100,96
36,92,48,68
36,92,64,96
124,96,96,164
48,92,96,96
60,28,64,136
64,84,48,64
16,24,64,104
92,76,100,108
156,96,68,4
76,84,72,100
68,84,96,108
184,24,76,132
64,92,72,60
8,0,60,164
32,64,28,164
64,0,4,100
48,96,64,12
48,76,64,164
120,96,96,132
64,76,64,104
32,92,80,12
144,120,64,16
160,148,52,132
56,64,64,168
80,84,76,132
120,96,100,116
92,24,60,112
84,80,84,128
40,96,76,112
64,8,8,68
92,24,12,12
36,92,60,168
32,84,72,96
120,100,96,132
40,92,96,100
32,96,128,120
36,92,48,132
44,80,76,96
32,32,48,104
108,96,100,104
84,80,68,148
36,96,72,72
64,28,64,64
80,24,24,100
88,96,76,132
16,4,8,8
84,76,68,164
48,96,100,32
36,96,76,124
60,96,96,120
40,96,64,60
12,0,64,164
20,100,12,112
88,96,68,16
8,92,68,12
32,76,64,96
28,96,64,96
84,80,64,96
64,96,96,60
64,72,64,72
36,80,84,80
64,28,64,164
8,28,64,8
160,100,64,168
124,96,76,168
60,24,84,60
64,96,100,104
92,96,100,124
48,96,60,108
32,24,28,28
32,120,100,116
40,84,84,96
64,92,100,132
64,64,60,168
80,96,72,168
144,0,64,168
36,28,88,8
48,96,96,168
64,100,100,120
152,96,76,16
64,76,64,100
64,92,72,164
80,80,84,96
20,28,100,12
48,96,100,36
64,92,76,168
64,64,64,96
8,0,64,132
48,96,64,60
32,92,100,104
36,136,52,168
80,76,12,12
88,148,60,16
64,80,64,96
32,60,48,112
88,96,84,132
32,28,64,96
64,76,64,100
52,92,84,8
80,24,84,96
52,92,72,16
64,92,64,100
64,96,64,132
84,96,64,136
88,96,96,132
76,92,68,64
80,96,96,132
52,24,64,100
148,136,68,164
48,96,108,132
84,80,88,132
40,92,48,72
64,100,64,172
64,0,60,168
32,96,100,12
84,0,60,160
64,8,84,100
16,72,64,32
32,92,64,132
8,148,64,60
92,96,96,100
52,64,28,96
32,96,92,116
80,0,64,112
8,92,64,96
64,68,64,164
48,28,64,96
48,84,80,68
80,76,76,164
0,24,64,68
64,68,60,164
60,92,100,12
32,96,96,96
80,88,72,128
52,92,80,8
28,80,84,100
64,12,100,168
36,96,92,124
84,92,68,136
48,96,64,8
36,80,60,60
32,92,100,72
64,96,56,168
64,68,64,96
48,92,64,96
84,84,64,164
48,92,52,64
84,76,64,164
88,96,88,68
40,100,64,168
88,24,64,160
12,28,60,116
64,80,100,96
120,100,64,140
40,148,48,128
88,96,72,136
80,88,72,164
32,92,96,128
36,32,64,112
52,92,64,4
68,88,68,108
48,96,64,108
52,96,100,12
80,76,68,164
64,88,84,96
44,96,68,132
40,96,76,112
40,96,96,128
64,80,28,100
164,100,68,168
84,24,64,8
120,100,100,132
64,8,100,108
64,68,60,96
84,96,72,112
60,24,60,64
40,44,48,108
52,92,100,100
88,96,96,132
108,92,84,100
92,100,64,132
64,24,64,32
64,92,64,96
64,104,72,136
48,92,84,12
64,120,64,68
80,80,68,132
64,68,68,108
36,24,60,104
40,96,64,168
52,28,64,96
32,60,40,96
48,92,76,64
52,96,64,60
32,96,60,104
40,112,100,60
88,96,84,120
68,96,52,116
64,84,52,96
52,116,64,132
88,0,72,12
32,96,68,128
84,32,72,132
60,92,100,100
88,96,68,12
148,96,68,172
32,92,96,116
64,92,12,100
120,96,76,132
64,80,84,96
80,92,100,104
64,96,96,100
36,76,64,160
48,24,64,8
92,24,16,136
40,80,72,128
64,80,72,104
32,88,64,96
36,92,72,168
80,92,68,164
64,72,68,68
160,136,12,12
80,84,72,132
84,76,64,60
64,68,80,96
32,92,96,68
92,96,64,32
60,84,68,164
80,80,72,100
32,96,72,112
32,100,96,136
88,96,96,12
40,88,72,132
8,96,72,12
88,24,68,108
76,24,84,100
32,92,64,116
56,96,60,132
120,96,96,124
28,28,28,64
64,96,64,132
84,84,64,140
84,72,64,96
92,72,56,168
60,44,48,96
40,88,64,164
32,96,48,168
36,92,64,60
64,80,64,168
32,72,64,96
64,92,96,100
84,132,64,16
88,92,96,96
36,136,120,128
32,80,68,96
64,96,12,100
52,76,60,96
32,96,64,116
32,92,64,100
88,88,100,100
76,76,68,96
32,96,64,124
52,84,52,64
64,0,8,112
80,96,76,104
92,96,60,132
32,84,96,72
52,96,80,68
64,96,64,68
140,140,100,132
48,32,64,132
40,0,88,96
64,80,72,100
8,0,64,108
48,72,100,96
80,92,84,100
28,28,64,112
32,24,28,96
64,80,60,16
64,96,100,100
32,96,64,32
64,92,52,164
60,84,84,64
64,12,12,100
64,92,64,100
64,88,64,96
64,24,64,132
32,32,52,132
36,92,92,96
88,96,88,60
48,92,68,132
36,116,64,164
80,92,84,8
28,92,48,108
64,92,64,104
64,92,92,4
32,92,64,36
92,100,96,64
36,64,48,112
48,92,60,168
64,92,64,108
80,76,68,164
84,24,64,64
32,92,96,96
32,84,96,96
60,20,64,100
32,84,84,96
64,28,64,116
64,96,100,116
80,92,72,108
36,100,60,116
48,92,100,12
72,96,72,140
84,72,52,168
60,96,92,96
84,24,68,132
40,80,64,96
32,80,64,96
8,148,64,164
64,88,68,108
4,0,12,12
20,28,60,164
32,76,64,96
52,148,52,112
32,92,96,92
84,96,68,168
64,12,84,96
52,24,52,16
144,144,68,132
64,8,60,168
40,96,68,8
32,96,60,100
56,96,96,128
64,4,8,12
120,96,64,168
36,72,64,164
52,92,76,132
44,92,96,104
64,96,100,104
92,96,124,12
32,80,64,108
64,76,64,108
92,96,100,120
32,96,124,104
144,96,68,12
92,24,12,96
64,88,72,104
32,92,100,96
84,76,64,112
32,136,72,128
80,80,72,112
64,44,64,64
32,88,96,128
148,148,64,168
32,96,64,132
64,96,96,136
64,96,88,4
16,0,4,112
48,92,76,108
64,0,64,168
64,96,76,136
80,80,68,160
32,92,92,120
8,24,64,8
132,100,96,132
84,140,68,136
0,0,96,116
40,84,68,164
64,96,56,116
108,96,64,160
64,24,84,64
64,24,12,60
164,104,68,136
88,96,96,64
64,88,64,108
32,92,100,96
64,64,56,108
48,0,12,112
36,80,64,128
64,24,76,100
28,88,100,108
64,24,64,60
32,116,60,132
32,92,96,108
72,80,72,112
84,92,12,104
64,92,64,168
100,96,68,164
64,76,60,64
60,96,64,168
44,96,68,112
52,92,92,96
32,100,64,140
84,96,76,112
88,96,72,136
64,4,12,100
40,96,96,132
48,88,84,104
144,96,68,168
92,92,96,96
84,92,92,136
80,92,76,164
64,136,60,16
92,96,100,96
32,92,100,12
56,32,64,128
92,148,64,136
84,80,92,64
84,96,68,140
92,24,64,140
64,80,76,100
36,96,76,124
64,88,64,108
84,24,84,128
84,12,64,164
80,68,64,164
32,68,96,72
32,88,96,92
40,92,72,112
92,96,96,72
64,72,64,168
64,72,60,168
32,92,64,64
64,96,80,64
84,80,64,104
64,64,64,168
36,104,64,160
28,80,64,96
172,136,52,12
8,96,68,132
20,24,72,96
64,80,64,100
92,96,96,112
92,96,52,164
80,72,72,132
64,24,12,100
84,68,68,164
48,56,48,168
80,0,72,108
32,96,100,120
88,92,68,164
76,96,96,108
32,92,96,96
32,96,48,60
92,96,96,72
60,92,64,68
64,72,76,96
84,96,76,112
52,96,100,12
8,136,124,124
36,96,48,128
16,4,8,12
152,148,128,12
32,92,96,116
64,96,96,100
84,80,64,132
48,84,96,92
36,72,72,96
36,88,68,136
100,0,100,124
48,96,68,132
120,136,100,132
48,76,72,164
92,96,68,168
48,96,76,64
64,84,84,96
32,92,64,96
64,136,100,136
84,88,64,156
64,80,60,100
64,80,72,96
32,140,52,16
32,92,100,96
64,92,64,100
64,0,64,132
32,96,100,104
92,0,100,160
56,20,12,100
52,92,60,8
32,92,64,140
116,96,80,104
64,8,68,68
48,72,64,72
40,80,68,140
52,96,60,100
76,84,72,108
152,148,68,16
80,92,72,168
40,96,96,132
84,88,64,164
52,96,100,8
16,76,12,12
16,80,12,136
64,24,64,100
92,96,100,96
40,92,64,96
32,80,68,108
40,88,68,108
64,80,68,108
88,96,72,136
56,80,64,96
64,68,64,168
84,96,12,128
80,84,72,164
92,96,96,132
40,92,96,16
144,96,100,12
88,96,12,100
64,96,88,104
32,88,76,132
80,0,72,104
84,96,96,104
28,104,48,104
36,96,48,112
152,148,64,140
88,92,100,132
16,0,64,8
16,24,100,100
40,96,64,60
64,80,64,96
36,92,96,96
48,88,76,96
28,64,60,120
160,96,72,12
12,92,100,132
64,88,72,100
32,28,28,112
60,104,100,104
32,96,96,96
92,96,100,116
64,100,64,120
116,96,96,60
8,92,64,164
152,100,68,164
88,96,96,60
108,72,72,108
64,20,64,96
40,92,48,64
64,92,96,104
36,96,104,16
36,92,68,132
32,92,100,92
32,8,12,100
36,96,100,12
52,96,100,12
32,96,100,108
48,96,64,124
52,96,76,132
40,120,64,112
64,112,100,128
8,96,100,28
16,0,76,132
84,80,96,96
64,64,60,164
64,96,100,96
92,96,100,168
52,92,64,60
48,64,64,168
32,76,84,68
60,64,56,64
64,96,64,60
152,92,104,132
36,92,124,96
36,88,64,96
64,28,64,64
148,148,68,16
88,92,88,96
32,64,60,96
92,80,52,16
84,72,84,96
136,100,72,112
88,0,60,168
64,88,72,104
36,96,96,124
44,64,72,96
84,76,64,132
88,76,64,60
40,96,68,28
32,92,104,100
84,0,64,156
76,24,28,24
80,76,64,100
24,92,72,128
92,140,68,132
16,24,12,12
84,0,72,164
84,88,48,164
92,96,96,132
64,92,12,100
36,72,52,96
48,72,64,168
64,96,76,132
52,96,60,120
84,24,12,12
32,12,12,160
48,60,48,12
48,96,76,124
36,64,60,100
32,96,96,112
84,80,52,136
64,4,64,172
84,76,64,96
56,100,52,100
8,0,100,8
48,96,76,132
48,96,96,120
120,112,100,104
32,28,64,8
64,92,100,64
84,92,92,128
108,96,72,12
36,92,64,164
32,92,88,116
92,148,52,72
64,28,8,100
52,92,64,8
32,28,28,96
32,92,100,164
40,92,100,104
48,28,100,8
48,80,76,96
32,96,100,128
52,96,96,12
132,100,100,132
164,100,100,160
152,96,92,132
88,92,100,132
32,92,96,112
116,92,96,108
92,96,100,132
64,76,64,28
32,92,72,108
64,24,12,68
32,92,72,92
92,112,52,112
80,92,76,128
160,92,68,168
88,96,76,136
32,96,100,132
80,92,72,104
40,80,64,108
160,96,64,168
40,96,64,112
16,80,64,100
64,96,60,100
24,140,100,112
124,96,100,128
92,136,52,168
84,92,84,132
32,92,60,64
64,92,80,164
84,76,68,20
84,84,72,92
64,96,64,108
84,88,64,164
40,116,52,128
16,148,12,16
40,32,84,96
64,20,8,100
36,0,64,8
64,92,64,64
32,64,60,100
64,96,64,168
64,92,84,96
